frame,teaching_style,slidesarea,studentsarea,pointingslides,lookingstudents,computerarea,whiteboardarea,facingstudents
1660,Active Gesturing,0,1,0,0,0,0,1
1661,Active Gesturing,0,1,0,0,0,0,1
1662,Active Gesturing,0,1,0,0,0,0,1
1663,Active Gesturing,0,1,0,0,0,0,1
1664,Active Gesturing,0,1,0,0,0,0,1
1665,Active Gesturing,0,1,0,0,0,0,1
1666,Active Gesturing,0,1,0,0,0,0,1
1667,Active Gesturing,0,1,0,0,0,0,1
1668,Active Gesturing,0,1,0,0,0,0,1
1669,Active Gesturing,0,1,0,1,0,0,1
1670,Active Gesturing,0,1,0,1,0,0,1
1671,Active Gesturing,0,1,0,1,0,0,1
1672,Active Gesturing,0,1,0,1,0,0,1
1673,Active Gesturing,0,1,0,1,0,0,1
1674,Active Gesturing,0,1,0,1,0,0,1
1675,Active Gesturing,0,1,0,1,0,0,1
1676,Active Gesturing,0,1,0,1,0,0,1
1677,Active Gesturing,0,1,0,1,0,0,1
1678,Active Gesturing,0,1,0,1,0,0,1
1679,Active Gesturing,0,1,0,1,0,0,1
1680,Active Gesturing,0,1,0,1,0,0,1
1681,Active Gesturing,0,1,0,1,0,0,1
1682,Active Gesturing,0,1,0,1,0,0,1
1683,Active Gesturing,0,1,0,1,0,0,1
1684,Active Gesturing,0,1,0,1,0,0,1
1685,Active Gesturing,0,1,0,1,0,0,1
1686,Active Gesturing,0,1,0,1,0,0,1
1687,Active Gesturing,0,1,0,1,0,0,1
1688,Active Gesturing,0,1,0,1,0,0,1
1689,Active Gesturing,0,1,0,1,0,0,1
1690,Active Gesturing,0,1,0,1,0,0,1
1691,Active Gesturing,0,1,0,1,0,0,1
1692,Active Gesturing,0,1,0,1,0,0,1
1693,Active Gesturing,0,1,0,1,0,0,1
1694,Active Gesturing,0,1,0,1,0,0,1
1695,Active Gesturing,0,1,0,1,0,0,1
1696,Active Gesturing,0,1,0,1,0,0,1
1697,Active Gesturing,0,1,0,1,0,0,1
1698,Active Gesturing,0,1,0,1,0,0,1
1699,Active Gesturing,0,1,0,1,0,0,1
1700,Active Gesturing,0,1,0,1,0,0,1
1701,Active Gesturing,0,1,0,1,0,0,1
1702,Active Gesturing,0,1,0,1,0,0,1
1703,Active Gesturing,0,1,0,1,0,0,1
1704,Active Gesturing,0,1,0,1,0,0,1
1705,Active Gesturing,0,1,0,1,0,0,1
1706,Active Gesturing,0,1,0,1,0,0,1
1707,Active Gesturing,0,1,0,1,0,0,1
1708,Active Gesturing,0,1,0,1,0,0,1
1709,Active Gesturing,0,1,0,1,0,0,1
1710,Active Gesturing,0,1,0,1,0,0,1
1711,Active Gesturing,0,1,0,1,0,0,1
1712,Active Gesturing,0,1,0,1,0,0,1
1713,Active Gesturing,0,1,0,1,0,0,1
1714,Active Gesturing,0,1,0,1,0,0,1
1715,Active Gesturing,0,1,0,1,0,0,1
1716,Active Gesturing,0,1,0,1,0,0,1
1717,Active Gesturing,0,1,0,1,0,0,1
1718,Active Gesturing,0,1,0,1,0,0,1
1719,Active Gesturing,0,1,0,1,0,0,1
1720,Active Gesturing,0,1,0,1,0,0,1
1721,Active Gesturing,0,1,0,1,0,0,1
1722,Active Gesturing,0,1,0,1,0,0,1
1723,Active Gesturing,0,1,0,1,0,0,1
1724,Active Gesturing,0,1,0,1,0,0,1
1725,Active Gesturing,0,1,0,1,0,0,1
1726,Active Gesturing,0,1,0,1,0,0,1
1727,Active Gesturing,0,1,0,1,0,0,1
1728,Active Gesturing,0,1,0,1,0,0,1
1729,Active Gesturing,0,1,0,1,0,0,1
1730,Active Gesturing,0,1,0,1,0,0,1
1731,Active Gesturing,0,1,0,1,0,0,1
1732,Active Gesturing,0,1,0,1,0,0,1
1733,Active Gesturing,0,1,0,1,0,0,1
1734,Active Gesturing,0,1,0,1,0,0,1
1735,Active Gesturing,0,1,0,1,0,0,1
1736,Active Gesturing,0,1,0,1,0,0,1
1737,Active Gesturing,0,1,0,1,0,0,1
1738,Active Gesturing,0,1,0,1,0,0,1
1739,Active Gesturing,0,1,0,1,0,0,1
1740,Active Gesturing,0,1,0,1,0,0,1
1741,Active Gesturing,0,1,0,1,0,0,1
1742,Active Gesturing,0,1,0,1,0,0,1
1743,Active Gesturing,0,1,0,1,0,0,1
1744,Active Gesturing,0,1,0,1,0,0,1
1745,Active Gesturing,0,1,0,1,0,0,1
1746,Active Gesturing,0,1,0,1,0,0,1
1747,Active Gesturing,0,1,0,1,0,0,1
1748,Active Gesturing,0,1,0,1,0,0,1
1749,Active Gesturing,0,1,0,1,0,0,1
1750,Active Gesturing,0,1,0,1,0,0,1
1751,Active Gesturing,0,1,0,1,0,0,1
1752,Active Gesturing,0,1,0,1,0,0,1
1753,Active Gesturing,0,1,0,1,0,0,1
1754,Active Gesturing,0,1,0,1,0,0,1
1755,Active Gesturing,0,1,0,1,0,0,1
1756,Active Gesturing,0,1,0,1,0,0,1
1757,Active Gesturing,0,1,0,1,0,0,1
1758,Active Gesturing,0,1,0,1,0,0,1
1759,Active Gesturing,0,1,0,1,0,0,1
1760,Active Gesturing,0,1,0,1,0,0,1
1761,Active Gesturing,0,1,0,1,0,0,1
1762,Active Gesturing,0,1,0,1,0,0,1
1763,Active Gesturing,0,1,0,1,0,0,1
1764,Active Gesturing,0,1,0,1,0,0,1
1765,Active Gesturing,0,1,0,1,0,0,1
1766,Active Gesturing,0,1,0,1,0,0,1
1767,Active Gesturing,0,1,0,1,0,0,1
1768,Active Gesturing,0,1,0,1,0,0,1
1769,Active Gesturing,0,1,0,1,0,0,1
1770,Active Gesturing,0,1,0,1,0,0,1
1771,Active Gesturing,0,1,0,1,0,0,1
1772,Active Gesturing,0,1,0,1,0,0,1
1773,Active Gesturing,0,1,0,1,0,0,1
1774,Active Gesturing,0,1,0,1,0,0,1
1775,Active Gesturing,1,1,0,1,0,0,1
1776,Active Gesturing,1,1,0,1,0,0,1
1777,Active Gesturing,1,1,0,1,0,0,1
1778,Active Gesturing,1,1,0,1,0,0,1
1779,Active Gesturing,1,1,0,1,0,0,1
1780,Active Gesturing,1,1,0,1,0,0,1
1781,Active Gesturing,1,1,0,1,0,0,1
1782,Active Gesturing,1,1,0,1,0,0,1
1783,Active Gesturing,1,1,0,1,0,0,1
1784,Active Gesturing,1,1,0,1,0,0,1
1785,Active Gesturing,1,1,0,1,0,0,1
1786,Active Gesturing,1,1,0,1,0,0,1
1787,Active Gesturing,1,1,0,1,0,0,1
1788,Active Gesturing,1,1,0,1,0,0,1
1789,Active Gesturing,1,1,0,1,0,0,1
1790,Active Gesturing,1,1,0,1,0,0,1
1791,Active Gesturing,1,1,0,1,0,0,1
1792,Active Gesturing,1,1,0,1,0,0,1
1793,Active Gesturing,1,1,0,1,0,0,1
1794,Active Gesturing,1,1,0,1,0,0,1
1795,Active Gesturing,0,1,0,1,0,0,1
1796,Active Gesturing,0,1,0,1,0,0,1
1797,Active Gesturing,0,1,0,1,0,0,1
1798,Active Gesturing,0,1,0,1,0,0,1
1799,Active Gesturing,0,1,0,1,0,0,1
1800,Active Gesturing,0,1,0,1,0,0,1
1801,Active Gesturing,0,1,0,1,0,0,1
1802,Active Gesturing,0,1,0,1,0,0,1
1803,Active Gesturing,0,1,0,1,0,0,1
1804,Active Gesturing,0,1,0,1,0,0,1
1805,Active Gesturing,0,1,0,1,0,0,1
1806,Active Gesturing,0,1,0,1,0,0,1
1807,Active Gesturing,0,1,0,1,0,0,1
1808,Active Gesturing,0,1,0,1,0,0,1
1809,Active Gesturing,0,1,0,1,0,0,1
1810,Active Gesturing,0,1,0,1,0,0,1
1811,Active Gesturing,0,1,0,1,0,0,1
1812,Active Gesturing,0,1,0,1,0,0,1
1813,Active Gesturing,0,1,0,1,0,0,1
1814,Active Gesturing,0,1,0,1,0,0,1
1815,Active Gesturing,0,1,0,1,0,0,1
1816,Active Gesturing,0,1,0,1,0,0,1
1817,Active Gesturing,0,1,0,1,0,0,1
1818,Active Gesturing,0,1,0,1,0,0,1
1819,Active Gesturing,0,1,0,1,0,0,1
1820,Active Gesturing,0,1,0,1,0,0,1
1821,Active Gesturing,0,1,0,1,0,0,1
1822,Active Gesturing,0,1,0,1,0,0,1
1823,Active Gesturing,0,1,0,1,0,0,1
1824,Active Gesturing,0,1,0,1,0,0,1
1825,Active Gesturing,0,1,0,1,0,0,1
1826,Active Gesturing,0,1,0,1,0,0,1
1827,Active Gesturing,0,1,0,1,0,0,1
1828,Active Gesturing,0,1,0,1,0,0,1
1829,Active Gesturing,0,1,0,1,0,0,1
1830,Active Gesturing,0,1,0,1,0,0,1
1831,Active Gesturing,0,1,0,1,0,0,1
1832,Active Gesturing,0,1,0,1,0,0,1
1833,Active Gesturing,0,1,0,1,0,0,1
1834,Active Gesturing,0,1,0,1,0,0,1
1835,Active Gesturing,0,1,0,1,0,0,1
1836,Active Gesturing,0,1,0,1,0,0,1
1837,Active Gesturing,0,1,0,1,0,0,1
1838,Active Gesturing,0,1,0,1,0,0,1
1839,Active Gesturing,0,1,0,1,0,0,1
1840,Active Gesturing,0,1,0,1,0,0,1
1841,Active Gesturing,0,0,0,1,0,0,1
1842,Active Gesturing,0,0,0,1,0,0,1
1843,Active Gesturing,0,0,0,1,0,0,1
1844,Active Gesturing,0,0,0,1,0,0,1
1845,Active Gesturing,0,0,0,1,0,0,1
1846,Active Gesturing,0,0,0,1,0,0,1
1847,Active Gesturing,0,0,0,1,0,0,1
1848,Active Gesturing,0,0,0,1,0,0,1
1849,Active Gesturing,0,0,0,1,0,0,1
1850,Active Gesturing,0,0,0,1,0,0,1
1851,Active Gesturing,0,0,0,1,0,0,1
1852,Active Gesturing,0,0,0,1,0,0,1
1853,Active Gesturing,0,0,0,1,0,0,1
1854,Active Gesturing,0,0,0,1,0,0,1
1855,Active Gesturing,0,0,0,1,0,0,1
1856,Active Gesturing,0,0,0,1,0,0,1
1857,Active Gesturing,0,0,0,1,0,0,1
1858,Active Gesturing,0,0,0,1,0,0,1
1859,Active Gesturing,0,0,0,1,0,0,1
1860,Active Gesturing,0,1,0,1,0,0,1
1861,Active Gesturing,0,1,0,1,0,0,1
1862,Active Gesturing,0,1,0,1,0,0,1
1863,Active Gesturing,0,1,0,1,0,0,1
1864,Active Gesturing,0,1,0,1,0,0,1
1865,Active Gesturing,0,1,0,1,0,0,1
1866,Active Gesturing,0,1,0,1,0,0,1
1867,Active Gesturing,0,1,0,1,0,0,1
1868,Active Gesturing,0,1,0,1,0,0,1
1869,Active Gesturing,0,1,0,1,0,0,1
1870,Active Gesturing,0,1,0,1,0,0,1
1871,Active Gesturing,0,1,0,1,0,0,1
1872,Active Gesturing,0,1,0,1,0,0,1
1873,Active Gesturing,0,1,0,1,0,0,1
1874,Active Gesturing,0,1,0,1,0,0,1
1875,Active Gesturing,0,1,0,1,0,0,1
1876,Active Gesturing,0,1,0,1,0,0,1
1877,Active Gesturing,0,1,0,1,0,0,1
1878,Active Gesturing,0,1,0,1,0,0,1
1879,Active Gesturing,0,1,0,1,0,0,1
1880,Active Gesturing,0,1,0,1,0,0,1
1881,Active Gesturing,0,1,0,1,0,0,1
1882,Active Gesturing,0,1,0,1,0,0,1
1883,Active Gesturing,0,1,0,1,0,0,1
1884,Active Gesturing,0,1,0,1,0,0,1
1885,Active Gesturing,0,1,0,1,0,0,1
1886,Active Gesturing,0,1,0,1,0,0,1
1887,Active Gesturing,0,1,0,1,0,0,1
1888,Active Gesturing,0,1,0,1,0,0,1
1889,Active Gesturing,0,1,0,1,0,0,1
1890,Active Gesturing,0,1,0,1,0,0,1
1891,Active Gesturing,0,1,0,1,0,0,1
1892,Active Gesturing,0,1,0,1,0,0,1
1893,Active Gesturing,0,1,0,1,0,0,1
1894,Active Gesturing,0,1,0,1,0,0,1
1895,Active Gesturing,0,1,0,1,0,0,1
1896,Active Gesturing,0,1,0,1,0,0,1
1897,Active Gesturing,0,1,0,0,0,0,1
1898,Active Gesturing,0,1,0,0,0,0,1
1899,Active Gesturing,0,1,0,0,0,0,1
1900,Active Gesturing,0,1,0,0,0,0,1
1901,Active Gesturing,0,1,0,0,0,0,1
1902,Active Gesturing,0,1,0,0,0,0,1
1903,Active Gesturing,0,1,0,1,0,0,1
1904,Active Gesturing,0,1,0,1,0,0,1
1905,Active Gesturing,0,1,0,1,0,0,1
1906,Active Gesturing,0,1,0,1,0,0,1
1907,Active Gesturing,0,1,0,1,0,0,1
1908,Active Gesturing,0,1,0,1,0,0,1
1909,Active Gesturing,0,1,0,1,0,0,1
1910,Active Gesturing,0,1,0,1,0,0,1
1911,Active Gesturing,0,1,0,1,0,0,1
1912,Active Gesturing,0,1,0,1,0,0,1
1913,Active Gesturing,0,1,0,1,0,0,1
1914,Active Gesturing,0,1,0,1,0,0,1
1915,Active Gesturing,0,1,0,1,0,0,1
1916,Active Gesturing,0,1,0,1,0,0,1
1917,Active Gesturing,0,1,0,1,0,0,1
1918,Active Gesturing,0,1,0,1,0,0,1
1919,Active Gesturing,0,1,0,1,0,0,1
1920,Active Gesturing,0,1,0,1,0,0,1
1921,Active Gesturing,0,1,0,1,0,0,1
1922,Active Gesturing,0,1,0,1,0,0,1
1923,Active Gesturing,0,1,0,1,0,0,1
1924,Active Gesturing,0,1,0,1,0,0,1
1925,Active Gesturing,0,1,0,1,0,0,1
1926,Active Gesturing,0,1,0,1,0,0,1
1927,Active Gesturing,0,1,0,1,0,0,1
1928,Active Gesturing,0,1,0,1,0,0,1
1929,Active Gesturing,0,1,0,1,0,0,1
1930,Active Gesturing,0,1,0,1,0,0,1
1931,Active Gesturing,0,1,0,1,0,0,1
1932,Active Gesturing,0,1,0,1,0,0,1
1933,Active Gesturing,0,1,0,1,0,0,1
1934,Active Gesturing,0,1,0,1,0,0,1
1935,Active Gesturing,0,1,0,1,0,0,1
1936,Active Gesturing,0,1,0,1,0,0,1
1937,Active Gesturing,0,1,0,1,0,0,1
1938,Active Gesturing,0,1,0,1,0,0,1
1939,Active Gesturing,0,1,0,1,0,0,1
1940,Active Gesturing,0,1,0,0,0,0,1
1941,Active Gesturing,0,1,0,0,0,0,1
1942,Active Gesturing,0,1,0,0,0,0,1
1943,Active Gesturing,0,1,0,1,0,0,1
1944,Active Gesturing,0,1,0,1,0,0,1
1945,Active Gesturing,0,1,0,0,0,0,1
1946,Active Gesturing,0,1,0,0,0,0,1
1947,Active Gesturing,0,1,0,0,0,0,1
1948,Active Gesturing,0,1,0,1,0,0,1
1949,Active Gesturing,0,1,0,1,0,0,1
1950,Active Gesturing,0,1,0,1,0,0,1
1951,Active Gesturing,0,1,0,1,0,0,1
1952,Active Gesturing,0,1,0,1,0,0,1
1953,Active Gesturing,0,1,0,1,0,0,1
1954,Active Gesturing,0,1,0,1,0,0,1
1955,Active Gesturing,0,1,0,1,0,0,1
1956,Active Gesturing,0,1,0,1,0,0,1
1957,Active Gesturing,0,1,0,1,0,0,1
1958,Active Gesturing,0,1,0,1,0,0,1
1959,Active Gesturing,0,1,0,1,0,0,1
1960,Active Gesturing,0,1,0,1,0,0,1
1961,Active Gesturing,0,1,0,1,0,0,1
1962,Active Gesturing,0,1,0,1,0,0,1
1963,Active Gesturing,0,1,0,1,0,0,1
1964,Active Gesturing,0,1,0,1,0,0,1
1965,Active Gesturing,0,1,0,1,0,0,1
1966,Active Gesturing,0,1,0,1,0,0,1
1967,Active Gesturing,0,1,0,1,0,0,1
1968,Active Gesturing,0,1,0,1,0,0,1
1969,Active Gesturing,0,1,0,1,0,0,1
1970,Active Gesturing,0,1,0,1,0,0,1
1971,Active Gesturing,0,1,0,1,0,0,1
1972,Active Gesturing,0,1,0,1,0,0,1
1973,Active Gesturing,0,1,0,1,0,0,1
1974,Active Gesturing,0,1,0,1,0,0,1
1975,Active Gesturing,0,1,0,1,0,0,1
1976,Active Gesturing,0,1,0,1,0,0,1
1977,Active Gesturing,0,1,0,1,0,0,1
1978,Active Gesturing,0,1,0,1,0,0,1
1979,Active Gesturing,0,1,0,1,0,0,1
1980,Active Gesturing,0,1,0,1,0,0,1
1981,Active Gesturing,0,1,0,1,0,0,1
1982,Active Gesturing,0,1,0,1,0,0,1
1983,Active Gesturing,0,1,0,1,0,0,1
1984,Active Gesturing,0,1,0,1,0,0,1
1985,Active Gesturing,0,1,0,1,0,0,1
1986,Active Gesturing,0,1,0,1,0,0,1
1987,Active Gesturing,0,1,0,1,0,0,1
1988,Active Gesturing,0,1,0,1,0,0,1
1989,Active Gesturing,0,1,0,1,0,0,1
1990,Active Gesturing,0,1,0,1,0,0,1
1991,Active Gesturing,0,1,0,1,0,0,1
1992,Active Gesturing,0,1,0,1,0,0,1
1993,Active Gesturing,0,1,0,1,0,0,1
1994,Active Gesturing,0,1,0,1,0,0,1
1995,Active Gesturing,0,1,0,1,0,0,1
1996,Active Gesturing,0,1,0,1,0,0,1
1997,Active Gesturing,0,1,0,1,0,0,1
1998,Active Gesturing,0,1,0,1,0,0,1
1999,Active Gesturing,0,1,0,1,0,0,1
2000,Active Gesturing,0,1,0,1,0,0,1
2001,Active Gesturing,0,1,0,1,0,0,1
2002,Active Gesturing,0,1,0,1,0,0,1
2003,Active Gesturing,0,1,0,1,0,0,1
2004,Active Gesturing,0,1,0,1,0,0,1
2005,Active Gesturing,0,1,0,1,0,0,1
2006,Active Gesturing,0,1,0,1,0,0,1
2007,Active Gesturing,0,1,0,1,0,0,1
2008,Active Gesturing,0,1,0,1,0,0,1
2009,Active Gesturing,1,1,0,1,0,0,1
2010,Active Gesturing,1,1,0,1,0,0,1
2011,Active Gesturing,1,1,0,1,0,0,1
2012,Active Gesturing,1,1,0,1,0,0,1
2013,Active Gesturing,1,1,0,1,0,0,1
2014,Active Gesturing,1,1,0,1,0,0,1
2015,Active Gesturing,1,1,0,1,0,0,1
2016,Active Gesturing,1,1,0,1,0,0,1
2017,Active Gesturing,1,1,0,1,0,0,1
2018,Active Gesturing,1,1,0,1,0,0,1
2019,Active Gesturing,1,1,0,1,0,0,1
2020,Active Gesturing,1,1,0,1,0,0,1
2021,Active Gesturing,1,1,0,1,0,0,1
2022,Active Gesturing,1,1,0,0,0,0,1
2023,Active Gesturing,1,1,0,0,0,0,1
2024,Active Gesturing,1,1,0,0,0,0,1
2025,Active Gesturing,1,1,0,0,0,0,1
2026,Active Gesturing,1,1,0,0,0,0,1
2027,Active Gesturing,1,1,0,1,0,0,1
2028,Active Gesturing,1,1,0,1,0,0,1
2029,Active Gesturing,1,1,0,1,0,0,1
2030,Active Gesturing,1,1,0,1,0,0,1
2031,Active Gesturing,1,1,0,1,0,0,1
2032,Active Gesturing,1,1,0,1,0,0,1
2033,Active Gesturing,1,1,0,1,0,0,1
2034,Active Gesturing,1,1,0,1,0,0,1
2035,Active Gesturing,1,1,0,1,0,0,1
2036,Active Gesturing,1,1,0,1,0,0,1
2037,Active Gesturing,1,1,0,1,0,0,1
2038,Active Gesturing,1,1,0,1,0,0,1
2039,Active Gesturing,1,1,0,1,0,0,1
2040,Active Gesturing,1,1,0,1,0,0,1
2041,Active Gesturing,1,1,0,1,0,0,1
2042,Active Gesturing,1,1,0,1,0,0,1
2043,Active Gesturing,1,1,0,1,0,0,1
2044,Active Gesturing,1,1,0,1,0,0,1
2045,Active Gesturing,1,1,0,1,0,0,1
2046,Active Gesturing,1,1,0,1,0,0,1
2047,Active Gesturing,1,1,0,1,0,0,1
2048,Active Gesturing,1,1,0,1,0,0,1
2049,Active Gesturing,1,1,0,1,0,0,1
2050,Active Gesturing,1,1,0,1,0,0,1
2051,Active Gesturing,1,1,0,1,0,0,1
2052,Active Gesturing,1,1,0,1,0,0,1
2053,Active Gesturing,1,1,0,1,0,0,1
2054,Active Gesturing,1,1,0,1,0,0,1
2055,Active Gesturing,1,1,0,1,0,0,1
2056,Active Gesturing,1,1,0,1,0,0,1
2057,Active Gesturing,1,1,0,1,0,0,1
2058,Active Gesturing,1,1,0,1,0,0,1
2059,Active Gesturing,1,1,0,1,0,0,1
2060,Active Gesturing,1,1,0,1,0,0,1
2061,Active Gesturing,1,1,0,1,0,0,1
2062,Active Gesturing,1,1,0,1,0,0,1
2063,Active Gesturing,1,1,0,1,0,0,1
2064,Active Gesturing,1,1,0,1,0,0,1
2065,Active Gesturing,1,1,0,1,0,0,1
2066,Active Gesturing,1,1,0,1,0,0,1
2067,Active Gesturing,1,1,0,1,0,0,1
2068,Active Gesturing,1,1,0,1,0,0,1
2069,Active Gesturing,1,1,0,1,0,0,1
2070,Active Gesturing,1,1,0,1,0,0,1
2071,Active Gesturing,1,1,0,1,0,0,1
2072,Active Gesturing,1,1,0,1,0,0,1
2073,Active Gesturing,1,1,0,1,0,0,1
2074,Active Gesturing,1,1,0,1,0,0,1
2075,Active Gesturing,1,1,0,1,0,0,1
2076,Active Gesturing,1,1,0,1,0,0,1
2077,Active Gesturing,1,1,0,1,0,0,1
2078,Active Gesturing,1,1,0,1,0,0,1
2079,Active Gesturing,1,1,0,1,0,0,1
2080,Active Gesturing,1,1,0,1,0,0,1
2081,Active Gesturing,1,1,0,1,0,0,1
2082,Active Gesturing,1,1,0,1,0,0,1
2083,Active Gesturing,1,1,0,1,0,0,1
2084,Active Gesturing,1,1,0,1,0,0,1
2085,Active Gesturing,1,1,0,1,0,0,1
2086,Active Gesturing,1,1,0,1,0,0,1
2087,Active Gesturing,1,1,0,1,0,0,1
2088,Active Gesturing,1,1,0,1,0,0,1
2089,Active Gesturing,1,1,0,1,0,0,1
2090,Active Gesturing,1,1,0,1,0,0,1
2091,Active Gesturing,1,1,0,1,0,0,1
2092,Active Gesturing,1,1,0,1,0,0,1
2093,Active Gesturing,1,1,0,1,0,0,1
2094,Active Gesturing,1,1,0,1,0,0,1
2095,Active Gesturing,1,1,0,1,0,0,1
2096,Active Gesturing,1,1,0,1,0,0,1
2097,Active Gesturing,1,1,0,1,0,0,1
2098,Active Gesturing,1,1,0,1,0,0,1
2099,Active Gesturing,1,1,0,1,0,0,1
2100,Active Gesturing,1,1,0,1,0,0,1
2101,Active Gesturing,1,1,0,1,0,0,1
2102,Active Gesturing,1,1,0,1,0,0,1
2103,Active Gesturing,1,1,0,1,0,0,1
2104,Active Gesturing,1,1,0,1,0,0,1
2105,Active Gesturing,1,1,0,1,0,0,1
2106,Active Gesturing,1,1,0,1,0,0,1
2107,Active Gesturing,1,1,0,1,0,0,1
2108,Active Gesturing,1,1,0,1,0,0,1
2109,Active Gesturing,1,1,0,1,0,0,1
2110,Active Gesturing,1,1,0,1,0,0,1
2111,Active Gesturing,1,1,0,1,0,0,1
2112,Active Gesturing,1,1,0,1,0,0,1
2113,Active Gesturing,1,1,0,1,0,0,1
2114,Active Gesturing,1,1,0,1,0,0,1
2115,Active Gesturing,1,1,0,1,0,0,1
2116,Active Gesturing,1,1,0,1,0,0,1
2117,Active Gesturing,1,1,0,1,0,0,1
2118,Active Gesturing,1,1,0,1,0,0,1
2119,Active Gesturing,1,1,0,1,0,0,1
2120,Active Gesturing,1,1,0,1,0,0,1
2121,Active Gesturing,1,1,0,1,0,0,1
2122,Active Gesturing,1,1,0,1,0,0,1
2123,Active Gesturing,1,1,0,1,0,0,1
2124,Active Gesturing,1,1,0,1,0,0,1
2125,Active Gesturing,1,1,0,1,0,0,1
2126,Active Gesturing,1,1,0,1,0,0,1
2127,Active Gesturing,1,1,0,1,0,0,1
2128,Active Gesturing,1,1,0,1,0,0,1
2129,Active Gesturing,1,1,0,1,0,0,1
2130,Active Gesturing,1,1,0,1,0,0,1
2131,Active Gesturing,0,1,0,1,0,0,1
2132,Active Gesturing,0,1,0,1,0,0,1
2133,Active Gesturing,0,1,0,1,0,0,1
2134,Active Gesturing,0,1,0,1,0,0,1
2135,Active Gesturing,0,1,0,1,0,0,1
2136,Active Gesturing,0,1,0,1,0,0,1
2137,Active Gesturing,0,1,0,1,0,0,1
2138,Active Gesturing,0,1,0,1,0,0,1
2139,Active Gesturing,0,1,0,1,0,0,1
2140,Active Gesturing,0,1,0,1,0,0,1
2141,Active Gesturing,0,1,0,1,0,0,1
2142,Active Gesturing,0,1,0,1,0,0,1
2143,Active Gesturing,0,1,0,1,0,0,1
2144,Active Gesturing,1,1,0,1,0,0,1
2145,Active Gesturing,1,1,0,1,0,0,1
2146,Active Gesturing,1,1,0,1,0,0,1
2147,Active Gesturing,1,1,0,1,0,0,1
2148,Active Gesturing,1,1,0,1,0,0,1
2149,Active Gesturing,1,1,0,1,0,0,1
2150,Active Gesturing,1,1,0,1,0,0,1
2151,Active Gesturing,1,1,0,1,0,0,1
2152,Active Gesturing,1,1,0,1,0,0,1
2153,Active Gesturing,1,1,0,1,0,0,1
2154,Active Gesturing,1,1,0,1,0,0,1
2155,Active Gesturing,1,1,0,1,0,0,1
2156,Active Gesturing,1,1,0,1,0,0,1
2157,Active Gesturing,1,1,0,1,0,0,1
2158,Active Gesturing,1,1,0,1,0,0,1
2159,Active Gesturing,1,1,0,1,0,0,1
2160,Active Gesturing,1,1,0,1,0,0,1
2161,Active Gesturing,1,1,0,1,0,0,1
2162,Active Gesturing,1,1,0,1,0,0,1
2163,Active Gesturing,1,1,0,1,0,0,1
2164,Active Gesturing,1,1,0,1,0,0,1
2165,Active Gesturing,1,1,0,1,0,0,1
2166,Active Gesturing,1,1,0,1,0,0,1
2167,Active Gesturing,1,1,0,1,0,0,1
2168,Active Gesturing,1,1,0,1,0,0,1
2169,Active Gesturing,1,1,0,1,0,0,1
2170,Active Gesturing,1,1,0,1,0,0,1
2171,Active Gesturing,1,1,0,1,0,0,1
2172,Active Gesturing,1,1,0,1,0,0,1
2173,Active Gesturing,1,1,0,1,0,0,1
2174,Active Gesturing,1,1,0,1,0,0,1
2175,Active Gesturing,1,1,0,1,0,0,1
2176,Active Gesturing,1,1,0,1,0,0,1
2177,Active Gesturing,1,1,0,1,0,0,1
2178,Active Gesturing,1,1,0,1,0,0,1
2179,Active Gesturing,1,1,0,1,0,0,1
2180,Active Gesturing,1,1,0,1,0,0,1
2181,Active Gesturing,1,1,0,1,0,0,1
2182,Active Gesturing,1,1,0,1,0,0,1
2183,Active Gesturing,1,1,0,1,0,0,1
2184,Active Gesturing,1,1,0,1,0,0,1
2185,Active Gesturing,1,1,0,1,0,0,1
2186,Active Gesturing,1,1,0,1,0,0,1
2187,Active Gesturing,1,1,0,1,0,0,1
2188,Active Gesturing,1,1,0,1,0,0,1
2189,Active Gesturing,1,1,0,1,0,0,1
2190,Active Gesturing,1,1,0,1,0,0,1
2191,Active Gesturing,1,1,0,1,0,0,1
2192,Active Gesturing,1,1,0,1,0,0,1
2193,Active Gesturing,1,1,0,1,0,0,1
2194,Active Gesturing,1,1,0,1,0,0,1
2195,Active Gesturing,1,1,0,1,0,0,1
2196,Active Gesturing,1,1,0,1,0,0,1
2197,Active Gesturing,1,1,0,1,0,0,1
2198,Active Gesturing,1,1,0,1,0,0,1
2199,Active Gesturing,1,1,0,1,0,0,1
2200,Active Gesturing,1,1,0,1,0,0,1
2201,Active Gesturing,1,1,0,1,0,0,1
2202,Passive Teaching,1,1,0,1,0,0,1
2203,Passive Teaching,1,1,0,1,0,0,1
2204,Passive Teaching,1,1,0,1,0,0,1
2205,Passive Teaching,1,1,0,1,0,0,1
2206,Passive Teaching,1,1,0,1,0,0,1
2207,Passive Teaching,1,1,0,1,0,0,1
2208,Passive Teaching,1,1,0,1,0,0,1
2209,Passive Teaching,1,1,0,1,0,0,1
2210,Passive Teaching,1,1,0,1,0,0,1
2211,Passive Teaching,1,1,0,1,0,0,1
2212,Passive Teaching,1,1,0,1,0,0,1
2213,Passive Teaching,1,1,0,1,0,0,1
2214,Passive Teaching,1,1,0,1,0,0,1
2215,Passive Teaching,1,1,0,1,0,0,1
2216,Passive Teaching,1,1,0,1,0,0,1
